name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Dawn of the Dead,R,Action,2004,"March 19, 2004 (United States)",7.3,243000.0,Zack Snyder,George A. Romero,Sarah Polley,United States,26000000.0,102278712.0,Strike Entertainment,101.0
The Passion of the Christ,R,Drama,2004,"February 25, 2004 (United States)",7.2,221000.0,Mel Gibson,Benedict Fitzgerald,Jim Caviezel,United States,30000000.0,612054506.0,Icon Productions,127.0
Resident Evil: Apocalypse,R,Action,2004,"September 10, 2004 (United States)",6.2,190000.0,Alexander Witt,Paul W.S. Anderson,Milla Jovovich,Germany,45000000.0,129342769.0,Screen Gems,94.0
Hellboy,PG-13,Action,2004,"April 2, 2004 (United States)",6.8,312000.0,Guillermo del Toro,Guillermo del Toro,Ron Perlman,United States,66000000.0,99378985.0,Revolution Studios,122.0
Anchorman: The Legend of Ron Burgundy,PG-13,Comedy,2004,"July 9, 2004 (United States)",7.2,337000.0,Adam McKay,Will Ferrell,Will Ferrell,United States,26000000.0,90709367.0,Dreamworks Pictures,94.0
The Life Aquatic with Steve Zissou,R,Action,2004,"December 25, 2004 (United States)",7.3,185000.0,Wes Anderson,Wes Anderson,Bill Murray,United States,50000000.0,34809623.0,Touchstone Pictures,119.0
A Series of Unfortunate Events,PG,Adventure,2004,"December 17, 2004 (United States)",6.8,199000.0,Brad Silberling,Robert Gordon,Jim Carrey,Germany,140000000.0,211468235.0,Paramount Pictures,108.0
The Machinist,R,Drama,2004,"December 3, 2004 (United States)",7.7,366000.0,Brad Anderson,Scott Kosar,Christian Bale,Spain,5000000.0,8203235.0,Filmax Group,101.0
The Phantom of the Opera,PG-13,Drama,2004,"December 10, 2004 (United Kingdom)",7.2,118000.0,Joel Schumacher,Gaston Leroux,Gerard Butler,United Kingdom,70000000.0,154649125.0,Warner Bros.,143.0
Closer,R,Drama,2004,"December 3, 2004 (United States)",7.2,207000.0,Mike Nichols,Patrick Marber,Natalie Portman,United States,27000000.0,115505027.0,Columbia Pictures,104.0
National Treasure,PG,Action,2004,"November 19, 2004 (United States)",6.9,311000.0,Jon Turteltaub,Jim Kouf,Nicolas Cage,United States,100000000.0,347512318.0,Walt Disney Pictures,131.0
Alexander,R,Action,2004,"November 24, 2004 (United States)",5.6,165000.0,Oliver Stone,Oliver Stone,Colin Farrell,United States,155000000.0,167298192.0,Warner Bros.,175.0
The Chronicles of Riddick,R,Action,2004,"June 11, 2004 (United States)",6.7,218000.0,David Twohy,Jim Wheat,Vin Diesel,United States,105000000.0,115900534.0,Universal Pictures,119.0
The Manchurian Candidate,R,Drama,2004,"July 30, 2004 (United States)",6.6,107000.0,Jonathan Demme,Richard Condon,Denzel Washington,United States,80000000.0,96105910.0,Paramount Pictures,129.0
King Arthur,PG-13,Action,2004,"July 7, 2004 (United States)",6.3,162000.0,Antoine Fuqua,David Franzoni,Clive Owen,United States,120000000.0,203567857.0,Touchstone Pictures,126.0
Ocean's Twelve,PG-13,Crime,2004,"December 10, 2004 (United States)",6.5,367000.0,Steven Soderbergh,George Nolfi,George Clooney,United States,110000000.0,362744280.0,Warner Bros.,125.0
Harold & Kumar Go to White Castle,R,Adventure,2004,"July 30, 2004 (United States)",7.0,185000.0,Danny Leiner,Jon Hurwitz,John Cho,United States,9000000.0,23936908.0,Endgame Entertainment,88.0
Blade: Trinity,R,Action,2004,"December 8, 2004 (United States)",5.8,169000.0,David S. Goyer,David S. Goyer,Wesley Snipes,United States,65000000.0,131977904.0,New Line Cinema,113.0
Alien vs. Predator,PG-13,Action,2004,"August 13, 2004 (United States)",5.6,188000.0,Paul W.S. Anderson,Dan O'Bannon,Sanaa Lathan,United States,60000000.0,177427090.0,Twentieth Century Fox,101.0
Meet the Fockers,PG-13,Comedy,2004,"December 22, 2004 (United States)",6.3,257000.0,Jay Roach,Greg Glienna,Ben Stiller,United States,80000000.0,522657936.0,Universal Pictures,115.0
Sideways,R,Comedy,2004,"October 22, 2004 (United States)",7.5,183000.0,Alexander Payne,Rex Pickett,Paul Giamatti,United States,16000000.0,109706931.0,Fox Searchlight Pictures,127.0
Starsky & Hutch,PG-13,Comedy,2004,"March 5, 2004 (United States)",6.1,141000.0,Todd Phillips,William Blinn,Ben Stiller,United States,60000000.0,170268750.0,Dimension Films,101.0
Shark Tale,PG,Animation,2004,"October 1, 2004 (United States)",6.0,171000.0,Bibo Bergeron,Michael J. Wilson,Will Smith,United States,75000000.0,374583879.0,DreamWorks Animation,90.0
Before Sunset,R,Drama,2004,"July 30, 2004 (United States)",8.1,244000.0,Richard Linklater,Richard Linklater,Ethan Hawke,United States,2700000.0,15936507.0,Warner Independent Pictures (WIP),80.0
Primer,PG-13,Drama,2004,"May 27, 2005 (Spain)",6.9,101000.0,Shane Carruth,Shane Carruth,Shane Carruth,United States,7000.0,545436.0,ERBP,77.0
Along Came Polly,PG-13,Comedy,2004,"January 16, 2004 (United States)",6.0,129000.0,John Hamburg,John Hamburg,Ben Stiller,United States,42000000.0,178311729.0,Universal Pictures,90.0
The Ladykillers,R,Comedy,2004,"March 26, 2004 (United States)",6.2,101000.0,Ethan Coen,Joel Coen,Tom Hanks,United States,35000000.0,76665191.0,Touchstone Pictures,104.0
Hotel Rwanda,PG-13,Biography,2004,"February 4, 2005 (United States)",8.1,340000.0,Terry George,Keir Pearson,Don Cheadle,United Kingdom,17500000.0,33882243.0,United Artists,121.0
Kung Fu Hustle,R,Action,2004,"April 22, 2005 (United States)",7.7,130000.0,Stephen Chow,Stephen Chow,Stephen Chow,Hong Kong,20000000.0,104882445.0,Columbia Pictures Film Production Asia,99.0
Garden State,R,Comedy,2004,"August 20, 2004 (United States)",7.4,209000.0,Zach Braff,Zach Braff,Zach Braff,United States,2500000.0,35825316.0,Camelot Pictures,102.0
Catwoman,PG-13,Action,2004,"July 23, 2004 (United States)",3.4,113000.0,Pitof,Bob Kane,Halle Berry,United States,100000000.0,82102379.0,Warner Bros.,104.0
Ray,PG-13,Biography,2004,"October 29, 2004 (United States)",7.7,141000.0,Taylor Hackford,Taylor Hackford,Jamie Foxx,United States,40000000.0,123971376.0,Universal Pictures,152.0
Secret Window,PG-13,Drama,2004,"March 12, 2004 (United States)",6.5,186000.0,David Koepp,Stephen King,Johnny Depp,United States,40000000.0,92913171.0,Grand Slam Productions,96.0
Finding Neverland,PG,Biography,2004,"December 17, 2004 (United States)",7.7,201000.0,Marc Forster,Allan Knee,Johnny Depp,United States,25000000.0,116650613.0,Miramax,106.0
Team America: World Police,R,Action,2004,"October 15, 2004 (United States)",7.2,162000.0,Trey Parker,Trey Parker,Trey Parker,United States,32000000.0,50826898.0,Paramount Pictures,98.0
The Grudge,PG-13,Horror,2004,"October 22, 2004 (United States)",5.9,140000.0,Takashi Shimizu,Stephen Susco,Sarah Michelle Gellar,United States,10000000.0,187281115.0,Columbia Pictures,91.0
The Polar Express,G,Animation,2004,"November 10, 2004 (United States)",6.6,185000.0,Robert Zemeckis,Chris Van Allsburg,Tom Hanks,United States,165000000.0,314215454.0,Castle Rock Entertainment,100.0
House of Flying Daggers,PG-13,Action,2004,"January 14, 2005 (United States)",7.5,109000.0,Yimou Zhang,Feng Li,Ziyi Zhang,China,,92863945.0,Beijing New Picture Film,119.0
Bridget Jones: The Edge of Reason,R,Comedy,2004,"November 19, 2004 (United States)",6.0,109000.0,Beeban Kidron,Helen Fielding,Renée Zellweger,United Kingdom,40000000.0,265126918.0,Universal Pictures,108.0
Harry Potter and the Goblet of Fire,PG-13,Adventure,2005,"November 18, 2005 (United States)",7.7,566000.0,Mike Newell,Steve Kloves,Daniel Radcliffe,United Kingdom,150000000.0,896678241.0,Warner Bros.,157.0
The 40-Year-Old Virgin,R,Comedy,2005,"August 19, 2005 (United States)",7.1,407000.0,Judd Apatow,Judd Apatow,Steve Carell,United States,26000000.0,177378645.0,Universal Pictures,116.0
Memoirs of a Geisha,PG-13,Drama,2005,"December 23, 2005 (United States)",7.3,141000.0,Rob Marshall,Robin Swicord,Ziyi Zhang,France,85000000.0,162242962.0,Columbia Pictures,145.0
Pride & Prejudice,PG,Drama,2005,"November 23, 2005 (United States)",7.8,269000.0,Joe Wright,Deborah Moggach,Keira Knightley,France,28000000.0,121616555.0,Focus Features,129.0
Batman Begins,PG-13,Action,2005,"June 15, 2005 (United States)",8.2,1300000.0,Christopher Nolan,Bob Kane,Christian Bale,United Kingdom,150000000.0,373661946.0,Warner Bros.,140.0
The Descent,R,Adventure,2005,"August 4, 2006 (United States)",7.2,207000.0,Neil Marshall,Neil Marshall,Shauna Macdonald,United Kingdom,,57130027.0,Celador Films,99.0
Brokeback Mountain,R,Drama,2005,"January 13, 2006 (United States)",7.7,333000.0,Ang Lee,Annie Proulx,Jake Gyllenhaal,United States,14000000.0,178062759.0,Focus Features,134.0
Sin City,R,Crime,2005,"April 1, 2005 (United States)",8.0,745000.0,Frank Miller,Frank Miller,Mickey Rourke,United States,40000000.0,158733820.0,Dimension Films,124.0
Charlie and the Chocolate Factory,PG,Adventure,2005,"July 15, 2005 (United States)",6.6,441000.0,Tim Burton,Roald Dahl,Johnny Depp,United Kingdom,150000000.0,474968763.0,Warner Bros.,115.0
V for Vendetta,R,Action,2005,"March 17, 2006 (United States)",8.1,1100000.0,James McTeigue,Lilly Wachowski,Hugo Weaving,United States,54000000.0,132511035.0,Warner Bros.,132.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,Adventure,2005,"December 9, 2005 (United States)",6.9,375000.0,Andrew Adamson,Ann Peacock,Tilda Swinton,United Kingdom,180000000.0,745013115.0,Walt Disney Pictures,143.0
Wedding Crashers,R,Comedy,2005,"July 15, 2005 (United States)",6.9,339000.0,David Dobkin,Steve Faber,Owen Wilson,United States,40000000.0,288467645.0,New Line Cinema,119.0
War of the Worlds,PG-13,Adventure,2005,"June 29, 2005 (United States)",6.5,424000.0,Steven Spielberg,Josh Friedman,Tom Cruise,United States,132000000.0,603873119.0,Paramount Pictures,116.0
Kingdom of Heaven,R,Action,2005,"May 6, 2005 (United States)",7.2,272000.0,Ridley Scott,William Monahan,Orlando Bloom,United Kingdom,130000000.0,218122627.0,Twentieth Century Fox,144.0
Constantine,R,Action,2005,"February 18, 2005 (United States)",7.0,317000.0,Francis Lawrence,Jamie Delano,Keanu Reeves,United States,100000000.0,230884728.0,Warner Bros.,121.0
Star Wars: Episode III - Revenge of the Sith,PG-13,Action,2005,"May 19, 2005 (United States)",7.5,729000.0,George Lucas,George Lucas,Hayden Christensen,United States,113000000.0,868390560.0,Lucasfilm,140.0
King Kong,PG-13,Action,2005,"December 14, 2005 (United States)",7.2,403000.0,Peter Jackson,Fran Walsh,Naomi Watts,United States,207000000.0,562363449.0,Universal Pictures,187.0
The Hitchhiker's Guide to the Galaxy,PG,Adventure,2005,"April 29, 2005 (United States)",6.7,190000.0,Garth Jennings,Douglas Adams,Martin Freeman,United Kingdom,50000000.0,104478416.0,Touchstone Pictures,109.0
Fantastic Four,PG-13,Action,2005,"July 8, 2005 (United States)",5.7,316000.0,Tim Story,Mark Frost,Ioan Gruffudd,United States,100000000.0,333535934.0,Twentieth Century Fox,106.0
Green Street Hooligans,R,Crime,2005,"September 9, 2005 (United Kingdom)",7.4,144000.0,Lexi Alexander,Lexi Alexander,Elijah Wood,United Kingdom,,3814717.0,Baker Street,109.0
Serenity,PG-13,Action,2005,"September 30, 2005 (United States)",7.8,287000.0,Joss Whedon,Joss Whedon,Nathan Fillion,United States,39000000.0,40445129.0,Universal Pictures,119.0
Mr. & Mrs. Smith,PG-13,Action,2005,"June 10, 2005 (United States)",6.5,461000.0,Doug Liman,Simon Kinberg,Brad Pitt,United States,110000000.0,487287646.0,New Regency Productions,120.0
The Island,PG-13,Action,2005,"July 22, 2005 (United States)",6.8,304000.0,Michael Bay,Caspian Tredwell-Owen,Scarlett Johansson,United States,126000000.0,162949164.0,Dreamworks Pictures,136.0
Match Point,R,Drama,2005,"January 20, 2006 (United States)",7.6,209000.0,Woody Allen,Woody Allen,Scarlett Johansson,United Kingdom,15000000.0,85638656.0,BBC Films,124.0
Hostel,R,Horror,2005,"January 6, 2006 (United States)",5.9,172000.0,Eli Roth,Eli Roth,Jay Hernandez,United States,4800000.0,81979826.0,Next Entertainment,94.0
Madagascar,PG,Animation,2005,"May 27, 2005 (United States)",6.9,376000.0,Eric Darnell,Mark Burton,Chris Rock,United States,75000000.0,542063846.0,DreamWorks Animation,86.0
Hard Candy,R,Drama,2005,"April 28, 2006 (United States)",7.1,156000.0,David Slade,Brian Nelson,Patrick Wilson,United States,950000.0,7022209.0,Lions Gate Films,104.0
The Longest Yard,PG-13,Comedy,2005,"May 27, 2005 (United States)",6.4,167000.0,Peter Segal,Albert S. Ruddy,Adam Sandler,United States,82000000.0,191466556.0,Paramount Pictures,113.0
Red Eye,PG-13,Thriller,2005,"August 19, 2005 (United States)",6.5,115000.0,Wes Craven,Carl Ellsworth,Rachel McAdams,United States,26000000.0,96258201.0,Dreamworks Pictures,85.0
House of Wax,R,Horror,2005,"May 6, 2005 (United States)",5.4,118000.0,Jaume Collet-Serra,Charles Belden,Chad Michael Murray,Australia,40000000.0,68766121.0,Warner Bros.,113.0
Four Brothers,R,Action,2005,"July 1, 2005 (United States)",6.8,138000.0,John Singleton,David Elliot,Mark Wahlberg,United States,45000000.0,92374674.0,Paramount Pictures,109.0
The Interpreter,PG-13,Crime,2005,"April 22, 2005 (United States)",6.4,101000.0,Sydney Pollack,Martin Stellman,Nicole Kidman,United Kingdom,80000000.0,162944923.0,Universal Pictures,128.0
Walk the Line,PG-13,Biography,2005,"November 18, 2005 (United States)",7.8,239000.0,James Mangold,Johnny Cash,Joaquin Phoenix,United States,28000000.0,186797986.0,Fox 2000 Pictures,136.0
Munich,R,Action,2005,"January 6, 2006 (United States)",7.5,216000.0,Steven Spielberg,Tony Kushner,Eric Bana,United States,70000000.0,130982129.0,Dreamworks Pictures,164.0
Kiss Kiss Bang Bang,R,Comedy,2005,"November 18, 2005 (United States)",7.5,219000.0,Shane Black,Brett Halliday,Robert Downey Jr.,United States,15000000.0,15785148.0,Warner Bros.,103.0
The Constant Gardener,R,Drama,2005,"August 31, 2005 (United States)",7.4,135000.0,Fernando Meirelles,Jeffrey Caine,Ralph Fiennes,United Kingdom,25000000.0,82468097.0,Focus Features,129.0
A History of Violence,R,Drama,2005,"September 30, 2005 (United States)",7.4,228000.0,David Cronenberg,John Wagner,Viggo Mortensen,Canada,32000000.0,61385065.0,New Line Cinema,96.0
Hitch,PG-13,Comedy,2005,"February 11, 2005 (United States)",6.6,301000.0,Andy Tennant,Kevin Bisch,Will Smith,United States,70000000.0,371594210.0,Columbia Pictures,118.0
Robots,PG,Animation,2005,"March 11, 2005 (United States)",6.3,137000.0,Chris Wedge,Ron Mita,Ewan McGregor,United States,75000000.0,262511490.0,Twentieth Century Fox Animation,91.0
Jarhead,R,Action,2005,"November 4, 2005 (United States)",7.0,179000.0,Sam Mendes,William Broyles Jr.,Jake Gyllenhaal,United States,72000000.0,97076152.0,Universal Pictures,125.0
Saw II,R,Horror,2005,"October 28, 2005 (United States)",6.6,239000.0,Darren Lynn Bousman,Leigh Whannell,Donnie Wahlberg,Canada,4000000.0,147748505.0,Twisted Pictures,93.0
Flightplan,PG-13,Drama,2005,"September 23, 2005 (United States)",6.3,155000.0,Robert Schwentke,Peter A. Dowling,Jodie Foster,United States,55000000.0,223387299.0,Touchstone Pictures,98.0
Coach Carter,PG-13,Biography,2005,"January 14, 2005 (United States)",7.3,133000.0,Thomas Carter,Mark Schwahn,Samuel L. Jackson,United States,30000000.0,76669554.0,Coach Carter,136.0
Lord of War,R,Action,2005,"September 16, 2005 (United States)",7.6,300000.0,Andrew Niccol,Andrew Niccol,Nicolas Cage,France,50000000.0,72617068.0,Entertainment Manufacturing Company,122.0
The Amityville Horror,R,Horror,2005,"April 15, 2005 (United States)",6.0,107000.0,Andrew Douglas,Scott Kosar,Ryan Reynolds,United States,19000000.0,107516369.0,Metro-Goldwyn-Mayer (MGM),90.0
Just Friends,PG-13,Comedy,2005,"November 23, 2005 (United States)",6.2,109000.0,Roger Kumble,Adam 'Tex' Davis,Ryan Reynolds,Germany,,51024243.0,Inferno Distribution,96.0
Cinderella Man,PG-13,Biography,2005,"June 3, 2005 (United States)",8.0,179000.0,Ron Howard,Cliff Hollingsworth,Russell Crowe,United States,88000000.0,108539911.0,Universal Pictures,144.0
The Brothers Grimm,PG-13,Action,2005,"August 26, 2005 (United States)",5.9,118000.0,Terry Gilliam,Ehren Kruger,Matt Damon,United States,88000000.0,105316267.0,Dimension Films,118.0
Corpse Bride,PG,Animation,2005,"September 23, 2005 (United States)",7.3,251000.0,Tim Burton,Tim Burton,Johnny Depp,United States,40000000.0,118090836.0,Warner Bros.,77.0
Transporter 2,R,Action,2005,"September 2, 2005 (United States)",6.3,195000.0,Louis Leterrier,Luc Besson,Jason Statham,France,32000000.0,89083229.0,EuropaCorp,87.0
Brick,R,Action,2005,"April 14, 2006 (United States)",7.3,103000.0,Rian Johnson,Rian Johnson,Joseph Gordon-Levitt,United States,475000.0,3947579.0,Bergman Lustig Productions,110.0
The Exorcism of Emily Rose,PG-13,Drama,2005,"September 9, 2005 (United States)",6.7,122000.0,Scott Derrickson,Paul Harris Boardman,Laura Linney,United States,19000000.0,145166804.0,Screen Gems,119.0
Doom,R,Action,2005,"October 21, 2005 (United States)",5.2,110000.0,Andrzej Bartkowiak,Dave Callaham,Karl Urban,United Kingdom,60000000.0,58072119.0,John Wells Productions,105.0
Æon Flux,PG-13,Action,2005,"December 2, 2005 (United States)",5.5,125000.0,Karyn Kusama,Phil Hay,Charlize Theron,United States,62000000.0,53321673.0,Paramount Pictures,93.0
Fun with Dick and Jane,PG-13,Comedy,2005,"December 21, 2005 (United States)",6.2,139000.0,Dean Parisot,Judd Apatow,Jim Carrey,United States,100000000.0,204681899.0,Columbia Pictures,90.0
Just Like Heaven,PG-13,Comedy,2005,"September 16, 2005 (United States)",6.7,101000.0,Mark Waters,Peter Tolan,Reese Witherspoon,United States,58000000.0,102854431.0,Dreamworks Pictures,95.0
Capote,R,Biography,2005,"February 3, 2006 (United States)",7.3,128000.0,Bennett Miller,Dan Futterman,Philip Seymour Hoffman,United States,7000000.0,49327405.0,United Artists,114.0
The Skeleton Key,PG-13,Drama,2005,"August 12, 2005 (United States)",6.5,108000.0,Iain Softley,Ehren Kruger,Kate Hudson,United States,43000000.0,93983911.0,Universal Pictures,104.0
Wallace & Gromit: The Curse of the Were-Rabbit,G,Animation,2005,"October 7, 2005 (United States)",7.4,128000.0,Steve Box,Steve Box,Peter Sallis,United Kingdom,30000000.0,194137091.0,Aardman Animations,85.0
The Jacket,R,Drama,2005,"March 4, 2005 (United States)",7.1,110000.0,John Maybury,Tom Bleecker,Adrien Brody,Germany,29000000.0,21733230.0,Mandalay Pictures,103.0
Thank You for Smoking,R,Comedy,2005,"April 14, 2006 (United States)",7.6,215000.0,Jason Reitman,Jason Reitman,Aaron Eckhart,United States,6500000.0,39323027.0,Room 9 Entertainment,92.0
Syriana,R,Drama,2005,"December 9, 2005 (United States)",6.9,127000.0,Stephen Gaghan,Stephen Gaghan,George Clooney,United States,50000000.0,93974620.0,Warner Bros.,128.0
Hostage,R,Action,2005,"March 11, 2005 (United States)",6.5,108000.0,Florent-Emilio Siri,Robert Crais,Bruce Willis,United States,52000000.0,77663556.0,Miramax,113.0
The Departed,R,Crime,2006,"October 6, 2006 (United States)",8.5,1200000.0,Martin Scorsese,William Monahan,Leonardo DiCaprio,United States,90000000.0,291465373.0,Warner Bros.,151.0
The Fast and the Furious: Tokyo Drift,PG-13,Action,2006,"June 16, 2006 (United States)",6.0,252000.0,Justin Lin,Chris Morgan,Lucas Black,United States,85000000.0,158964610.0,Universal Pictures,104.0
